Kode,Kode2015,Kota,Kecamatan,CityCode,CGKReg,CGKRegEtd,CGKCargo,CGKYes
SUB20110,SUB20110,Kab. Bangkalan,Labang,SUB,30000,3-6,18000,0
SUB20111,SUB20111,Kab. Bangkalan,Modung,SUB,30000,3-6,18000,0
SUB20112,SUB20112,Kab. Bangkalan,Sepulu,SUB,30000,3-6,18000,0
SUB20113,SUB20113,Kab. Bangkalan,Socah,SUB,30000,3-6,18000,0
SUB20114,SUB20114,Kab. Bangkalan,Tanah Merah,SUB,30000,3-6,18000,0
SUB20115,SUB20115,Kab. Bangkalan,Tanjungbumi,SUB,30000,3-6,18000,0
SUB20116,SUB20116,Kab. Bangkalan,Tragah,SUB,30000,3-6,18000,0
SUB20117,SUB20117,Kab. Bangkalan,Burneh,SUB,30000,3-6,18000,0
SUB20200,SUB20200,Kab. Jombang,Jombang,SUB,24000,2-3,14500,0
SUB20201,SUB20201,Kab. Jombang,Bandar Kedungmulyo,SUB,30000,3-6,18000,0
SUB20202,SUB20202,Kab. Jombang,Bareng,SUB,30000,3-6,18000,0
SUB20203,SUB20203,Kab. Jombang,Diwek,SUB,30000,3-6,18000,0
SUB20204,SUB20204,Kab. Jombang,Gudo,SUB,30000,3-6,18000,0
SUB20205,SUB20205,Kab. Jombang,Jogoroto,SUB,30000,3-6,18000,0
SUB20206,SUB20206,Kab. Jombang,Kabuh,SUB,30000,3-6,18000,0
SUB20207,SUB20207,Kab. Jombang,Kesamben ,SUB,30000,3-6,18000,0
SUB20208,SUB20208,Kab. Jombang,Kudu,SUB,30000,3-6,18000,0
SUB20209,SUB20209,Kab. Jombang,Megaluh,SUB,30000,3-6,18000,0
SUB20210,SUB20210,Kab. Jombang,Mojoagung,SUB,30000,3-6,18000,0
SUB20211,SUB20211,Kab. Jombang,Mojowarno,SUB,30000,3-6,18000,0
SUB20212,SUB20212,Kab. Jombang,Ngoro ,SUB,30000,3-6,18000,0
SUB20213,SUB20213,Kab. Jombang,Perak,SUB,30000,3-6,18000,0
SUB20214,SUB20214,Kab. Jombang,Peterongan,SUB,30000,3-6,18000,0
SUB20215,SUB20215,Kab. Jombang,Plandaan,SUB,30000,3-6,18000,0
SUB20216,SUB20216,Kab. Jombang,Ploso,SUB,30000,3-6,18000,0
SUB20217,SUB20217,Kab. Jombang,Sumobito,SUB,30000,3-6,18000,0
SUB20218,SUB20218,Kab. Jombang,Tembelang,SUB,30000,3-6,18000,0
SUB20219,SUB20219,Kab. Jombang,Wonosalam,SUB,30000,3-6,18000,0
SUB20221,SUB20221,Kab. Jombang,Ngusikan ,SUB,30000,3-6,18000,0
SUB20400,SUB20400,Kab. Nganjuk,Nganjuk,SUB,24000,2-3,14500,0
SUB20401,SUB20401,Kab. Nganjuk,Bagor,SUB,30000,3-6,18000,0
SUB20402,SUB20402,Kab. Nganjuk,Berbek,SUB,30000,3-6,18000,0
SUB20403,SUB20403,Kab. Nganjuk,Gondang ,SUB,30000,3-6,18000,0
SUB20404,SUB20404,Kab. Nganjuk,Loceret,SUB,30000,3-6,18000,0
SUB20405,SUB20405,Kab. Nganjuk,Ngetos,SUB,30000,3-6,18000,0
SUB20406,SUB20406,Kab. Nganjuk,Ngluyu,SUB,30000,3-6,18000,0
SUB20407,SUB20407,Kab. Nganjuk,Pace,SUB,30000,3-6,18000,0
SUB20408,SUB20408,Kab. Nganjuk,Prambon ,SUB,30000,3-6,18000,0
SUB20409,SUB20409,Kab. Nganjuk,Rejoso ,SUB,30000,3-6,18000,0
SUB20410,SUB20410,Kab. Nganjuk,Sawahan,SUB,30000,3-6,18000,0
SUB20411,SUB20411,Kab. Nganjuk,Sukomoro ,SUB,30000,3-6,18000,0
SUB20412,SUB20412,Kab. Nganjuk,Tanjunganom,SUB,30000,3-6,18000,0
SUB20413,SUB20413,Kab. Nganjuk,Wilangan,SUB,30000,3-6,18000,0
SUB20414,SUB20414,Kab. Nganjuk,Kertosono,SUB,30000,3-6,18000,0
SUB20415,SUB20415,Kab. Nganjuk,Baron,SUB,30000,3-6,18000,0
SUB20416,SUB20416,Kab. Nganjuk,Jatikalen,SUB,30000,3-6,18000,0
SUB20417,SUB20417,Kab. Nganjuk,Lengkong ,SUB,30000,3-6,18000,0
SUB20418,SUB20418,Kab. Nganjuk,Ngronggot,SUB,30000,3-6,18000,0
SUB20419,SUB20419,Kab. Nganjuk,Patianrowo,SUB,30000,3-6,18000,0
SUB20500,SUB20500,Kab. Pamekasan,Pamekasan,SUB,24000,2-3,14500,0
SUB20501,SUB20501,Kab. Pamekasan,Batu Marmar,SUB,30000,3-6,18000,0
SUB20502,SUB20502,Kab. Pamekasan,Galis ,SUB,30000,3-6,18000,0
SUB20503,SUB20503,Kab. Pamekasan,Kadur,SUB,30000,3-6,18000,0
SUB20504,SUB20504,Kab. Pamekasan,Larangan ,SUB,30000,3-6,18000,0
SUB20505,SUB20505,Kab. Pamekasan,Pakong,SUB,30000,3-6,18000,0
SUB20506,SUB20506,Kab. Pamekasan,Palengaan,SUB,30000,3-6,18000,0
SUB20507,SUB20507,Kab. Pamekasan,Pasean,SUB,30000,3-6,18000,0
SUB20508,SUB20508,Kab. Pamekasan,Pegantenan,SUB,30000,3-6,18000,0
SUB20509,SUB20509,Kab. Pamekasan,Proppo,SUB,30000,3-6,18000,0
SUB20510,SUB20510,Kab. Pamekasan,Tlanakan,SUB,30000,3-6,18000,0
SUB20511,SUB20511,Kab. Pamekasan,Waru,SUB,30000,3-6,18000,0
SUB20512,SUB20512,Kab. Pamekasan,Pademawu,SUB,30000,3-6,18000,0
SUB20600,SUB20600,Kab. Sampang,Sampang ,SUB,24000,2-3,14500,0
SUB20601,SUB20601,Kab. Sampang,Banyuates,SUB,30000,3-6,18000,0
SUB20602,SUB20602,Kab. Sampang,Camplong,SUB,30000,3-6,18000,0
SUB20603,SUB20603,Kab. Sampang,Jrengik,SUB,30000,3-6,18000,0
SUB20604,SUB20604,Kab. Sampang,KEDUNDUNG,SUB,30000,3-6,18000,0
SUB20605,SUB20605,Kab. Sampang,Ketapang,SUB,30000,3-6,18000,0
SUB20606,SUB20606,Kab. Sampang,Omben,SUB,30000,3-6,18000,0
SUB20607,SUB20607,Kab. Sampang,Robatal,SUB,30000,3-6,18000,0
SUB20608,SUB20608,Kab. Sampang,Sokobanah,SUB,30000,3-6,18000,0
SUB20609,SUB20609,Kab. Sampang,Sreseh,SUB,30000,3-6,18000,0
SUB20610,SUB20610,Kab. Sampang,Tambelangan,SUB,30000,3-6,18000,0
SUB20611,SUB20611,Kab. Sampang,Torjun,SUB,30000,3-6,18000,0
SUB20612,SUB20612,Kab. Sampang,Karang Penang,SUB,30000,3-6,18000,0
SUB20614,SUB20614,Kab. Sampang,Pangarengan,SUB,30000,3-6,18000,0
SUB20700,SUB20700,Kab. Sidoarjo,Sidoarjo,SUB,19000,1-2,11500,29000
SUB20702,SUB20702,Kab. Sidoarjo,Buduran,SUB,19000,1-2,11500,29000
SUB20703,SUB20703,Kab. Sidoarjo,Candi,SUB,19000,1-2,11500,0
SUB20704,SUB20704,Kab. Sidoarjo,Gedangan ,SUB,19000,1-2,11500,29000
SUB20705,SUB20705,Kab. Sidoarjo,Jabon,SUB,19000,1-2,11500,0
SUB20706,SUB20706,Kab. Sidoarjo,Krembung,SUB,19000,2-3,11500,0
SUB20708,SUB20708,Kab. Sidoarjo,Porong,SUB,19000,1-2,11500,0
SUB20710,SUB20710,Kab. Sidoarjo,Sedati,SUB,19000,1-2,11500,29000
SUB20711,SUB20711,Kab. Sidoarjo,Sukodono,SUB,19000,1-2,11500,0
SUB20713,SUB20713,Kab. Sidoarjo,Tanggulangin,SUB,19000,1-2,11500,0
SUB20715,SUB20715,Kab. Sidoarjo,Tulangan,SUB,19000,1-2,11500,0
SUB20716,SUB20716,Kab. Sidoarjo,Waru,SUB,19000,1-2,11500,29000
SUB20717,SUB20717,Kab. Sidoarjo,Wonoayu,SUB,19000,1-2,11500,0
SUB20719,SUB20719,Kab. Sidoarjo,Krian,SUB,19000,1-2,11500,0
SUB20720,SUB20720,Kab. Sidoarjo,Taman ,SUB,19000,1-2,11500,0
SUB20800,SUB20800,Kab. Sumenep,Sumenep,SUB,30000,3-6,18000,0
SUB20801,SUB20801,Kab. Sumenep,Ambunten,SUB,30000,3-6,18000,0
SUB20802,SUB20802,Kab. Sumenep,Arjasa ,SUB,45000,10-20,27000,0
SUB20803,SUB20803,Kab. Sumenep,Batang Batang,SUB,30000,3-6,18000,0
SUB20804,SUB20804,Kab. Sumenep,Batuputih,SUB,30000,3-6,18000,0
SUB20805,SUB20805,Kab. Sumenep,Bluto,SUB,30000,3-6,18000,0
SUB20806,SUB20806,Kab. Sumenep,Dasuk,SUB,30000,3-6,18000,0
SUB20807,SUB20807,Kab. Sumenep,Dungkek,SUB,30000,3-6,18000,0
SUB20808,SUB20808,Kab. Sumenep,Ganding,SUB,30000,3-6,18000,0
SUB20809,SUB20809,Kab. Sumenep,Gapura,SUB,30000,3-6,18000,0
SUB20810,SUB20810,Kab. Sumenep,Gayam,SUB,45000,10-20,27000,0
SUB20811,SUB20811,Kab. Sumenep,Giligenteng,SUB,45000,10-20,27000,0
SUB20812,SUB20812,Kab. Sumenep,Guluk-Guluk,SUB,30000,3-6,18000,0
SUB20813,SUB20813,Kab. Sumenep,Kalianget,SUB,30000,3-6,18000,0
SUB20814,SUB20814,Kab. Sumenep,Lenteng,SUB,30000,3-6,18000,0
SUB20815,SUB20815,Kab. Sumenep,Manding,SUB,30000,3-6,18000,0
SUB20816,SUB20816,Kab. Sumenep,Masalembu,SUB,45000,10-20,27000,0
SUB20817,SUB20817,Kab. Sumenep,Nonggunong,SUB,45000,10-20,27000,0
SUB20818,SUB20818,Kab. Sumenep,Pasongsongan,SUB,30000,3-6,18000,0
SUB20819,SUB20819,Kab. Sumenep,Pragaan,SUB,30000,3-6,18000,0
SUB20820,SUB20820,Kab. Sumenep,Raas,SUB,45000,10-20,27000,0
SUB20821,SUB20821,Kab. Sumenep,Rubaru,SUB,30000,3-6,18000,0
SUB20822,SUB20822,Kab. Sumenep,Sapeken,SUB,45000,10-20,27000,0
SUB20823,SUB20823,Kab. Sumenep,Saronggi,SUB,30000,3-6,18000,0
SUB20824,SUB20824,Kab. Sumenep,Talango,SUB,45000,10-20,27000,0
SUB20825,SUB20825,Kab. Sumenep,Batuan,SUB,30000,3-6,18000,0
SUB20826,SUB20826,Kab. Sumenep,Kangean,SUB,45000,10-20,27000,0
SUB20900,SUB20900,Kab. Tuban,Tuban,SUB,24000,2-3,14500,0
SUB20901,SUB20901,Kab. Tuban,Bancar,SUB,30000,3-6,18000,0
SUB20902,SUB20902,Kab. Tuban,Bangilan,SUB,30000,3-6,18000,0
SUB20903,SUB20903,Kab. Tuban,Jatirogo,SUB,30000,3-6,18000,0
SUB20904,SUB20904,Kab. Tuban,Jenu,SUB,30000,3-6,18000,0
SUB20905,SUB20905,Kab. Tuban,Kenduruan,SUB,30000,3-6,18000,0
SUB20906,SUB20906,Kab. Tuban,Kerek,SUB,30000,3-6,18000,0
SUB20907,SUB20907,Kab. Tuban,Merakurak,SUB,30000,3-6,18000,0
SUB20908,SUB20908,Kab. Tuban,Montong,SUB,30000,3-6,18000,0
SUB20909,SUB20909,Kab. Tuban,Palang,SUB,30000,3-6,18000,0
SUB20910,SUB20910,Kab. Tuban,Parengan,SUB,30000,3-6,18000,0
SUB20911,SUB20911,Kab. Tuban,Plumbang,SUB,30000,3-6,18000,0
SUB20912,SUB20912,Kab. Tuban,Rengel,SUB,30000,3-6,18000,0
SUB20913,SUB20913,Kab. Tuban,Semanding,SUB,30000,3-6,18000,0
SUB20914,SUB20914,Kab. Tuban,Senori,SUB,30000,3-6,18000,0
SUB20915,SUB20915,Kab. Tuban,Singgahan,SUB,30000,3-6,18000,0
SUB20916,SUB20916,Kab. Tuban,Soko,SUB,30000,3-6,18000,0
SUB20917,SUB20917,Kab. Tuban,Tambakboyo,SUB,30000,3-6,18000,0
SUB20918,SUB20918,Kab. Tuban,Widang,SUB,30000,3-6,18000,0
SUB20919,SUB20919,Kab. Tuban,Grabagan,SUB,30000,3-6,18000,0
SUB21000,SUB21000,Kab. Tulungagung,Tulungagung,SUB,24000,2-3,14500,0
SUB21001,SUB21001,Kab. Tulungagung,Bandung ,SUB,30000,3-6,18000,0
SUB21002,SUB21002,Kab. Tulungagung,Besuki ,SUB,30000,3-6,18000,0
SUB21003,SUB21003,Kab. Tulungagung,Campurdarat,SUB,30000,3-6,18000,0
SUB21004,SUB21004,Kab. Tulungagung,Gondang ,SUB,30000,3-6,18000,0
SUB21005,SUB21005,Kab. Tulungagung,Kalidawir,SUB,30000,3-6,18000,0
SUB21006,SUB21006,Kab. Tulungagung,Karangrejo ,SUB,30000,3-6,18000,0
SUB21008,SUB21008,Kab. Tulungagung,Ngantru,SUB,30000,3-6,18000,0
SUB21009,SUB21009,Kab. Tulungagung,Ngunut,SUB,30000,3-6,18000,0
SUB21010,SUB21010,Kab. Tulungagung,Pagerwojo,SUB,30000,3-6,18000,0
SUB21011,SUB21011,Kab. Tulungagung,Pakel,SUB,30000,3-6,18000,0
SUB21012,SUB21012,Kab. Tulungagung,Pucanglaban,SUB,30000,3-6,18000,0
SUB21013,SUB21013,Kab. Tulungagung,Rejotangan,SUB,30000,3-6,18000,0
SUB21014,SUB21014,Kab. Tulungagung,Sendang,SUB,30000,3-6,18000,0
SUB21015,SUB21015,Kab. Tulungagung,Sumbergempol,SUB,30000,3-6,18000,0
SUB21016,SUB21016,Kab. Tulungagung,Tanggung Gunung,SUB,30000,3-6,18000,0
SUB21017,SUB21017,Kab. Tulungagung,Boyolangu,SUB,30000,3-6,18000,0
SUB21018,SUB21018,Kab. Tulungagung,Kauman ,SUB,30000,3-6,18000,0
SUB21019,SUB21019,Kab. Tulungagung,Kedungwaru,SUB,30000,3-6,18000,0
SUB22000,SUB22000,Kab. Trenggalek,Trenggalek,SUB,24000,2-3,14500,0
SUB22001,SUB22001,Kab. Trenggalek,Bendungan,SUB,30000,3-6,18000,0
SUB22002,SUB22002,Kab. Trenggalek,Dongko,SUB,30000,3-6,18000,0
SUB22003,SUB22003,Kab. Trenggalek,Durenan,SUB,30000,3-6,18000,0
SUB22004,SUB22004,Kab. Trenggalek,Gandusari ,SUB,30000,3-6,18000,0
SUB22005,SUB22005,Kab. Trenggalek,Kampak,SUB,30000,3-6,18000,0
SUB22006,SUB22006,Kab. Trenggalek,Karangan,SUB,30000,3-6,18000,0
SUB22007,SUB22007,Kab. Trenggalek,Munjungan,SUB,30000,3-6,18000,0
SUB22008,SUB22008,Kab. Trenggalek,Panggul,SUB,30000,3-6,18000,0
SUB22009,SUB22009,Kab. Trenggalek,Pogalan,SUB,30000,3-6,18000,0
SUB22010,SUB22010,Kab. Trenggalek,Pule,SUB,30000,3-6,18000,0
SUB22011,SUB22011,Kab. Trenggalek,Tugu,SUB,30000,3-6,18000,0
SUB22012,SUB22012,Kab. Trenggalek,Watulimo,SUB,30000,3-6,18000,0
SUB22013,SUB22013,Kab. Trenggalek,Suruh,SUB,30000,3-6,18000,0
TGR10000,TGR10000,Kota Tangerang,Tangerang,TGR,10000,1-2,6000,13000
TGR10036,TGR10036,Kota Tangerang,Ciledug ,TGR,10000,1-2,6000,13000
TGR10046,TGR10046,Kota Tangerang,Batuceper ,TGR,10000,1-2,6000,13000
TGR10047,TGR10047,Kota Tangerang,Benda,TGR,10000,1-2,6000,13000
TGR10048,TGR10048,Kota Tangerang,Cibodas ,TGR,10000,1-2,6000,13000
TGR10049,TGR10049,Kota Tangerang,Cipondoh ,TGR,10000,1-2,6000,13000
TGR10050,TGR10050,Kota Tangerang,Jatiuwung ,TGR,10000,1-2,6000,13000
TGR10051,TGR10051,Kota Tangerang,Karangtengah ,TGR,10000,1-2,6000,13000
TGR10052,TGR10052,Kota Tangerang,Karawaci ,TGR,10000,1-2,6000,13000
TGR10053,TGR10053,Kota Tangerang,Larangan ,TGR,10000,1-2,6000,13000
TGR10054,TGR10054,Kota Tangerang,Neglasari ,TGR,10000,1-2,6000,13000
TGR10055,TGR10055,Kota Tangerang,Periuk ,TGR,10000,1-2,6000,13000
TGR10056,TGR10056,Kota Tangerang,Pinang ,TGR,10000,1-2,6000,13000
TGR10060,TGR10060,Kota Tangerang Selatan,Serpong Utara,TGR,10000,1-2,6000,13000
TGR10061,TGR10061,Kota Tangerang Selatan,Ciputat Timur,TGR,10000,1-2,6000,13000
TGR10062,TGR10062,Kota Tangerang Selatan,Setu,TGR,10000,1-2,6000,13000
TGR10100,TGR10100,Kab. Tangerang,Tigaraksa,TGR,10000,1-2,6000,13000
TGR10101,TGR10101,Kab. Tangerang,Balaraja,TGR,10000,1-2,6000,13000
TGR10102,TGR10102,Kab. Tangerang,Cikupa,TGR,10000,1-2,6000,13000
TGR10103,TGR10103,Kab. Tangerang,Cisoka,TGR,10000,1-2,6000,13000
TGR10104,TGR10104,Kab. Tangerang,Curug,TGR,10000,1-2,6000,13000
TGR10105,TGR10105,Kab. Tangerang,Kronjo,TGR,10000,1-2,6000,0
TGR10106,TGR10106,Kab. Tangerang,Kresek,TGR,10000,1-2,6000,0
TGR10107,TGR10107,Kab. Tangerang,Legok,TGR,10000,1-2,6000,13000
TGR10108,TGR10108,Kab. Tangerang,Mauk,TGR,10000,1-2,6000,0
TGR10109,TGR10109,Kab. Tangerang,PASAR KEMIS,TGR,10000,1-2,6000,13000
TGR10110,TGR10110,Kab. Tangerang,Pakuhaji,TGR,10000,1-2,6000,13000
TGR10111,TGR10111,Kab. Tangerang,Rajeg,TGR,10000,1-2,6000,13000
TGR10112,TGR10112,Kab. Tangerang,Sepatan /Jatimulya/Cengklong,TGR,10000,1-2,6000,13000
TGR10113,TGR10113,Kab. Tangerang,Serpong,TGR,10000,1-2,6000,13000
TGR10114,TGR10114,Kab. Tangerang,Teluknaga,TGR,10000,1-2,6000,13000
TGR10115,TGR10115,Kab. Tangerang,Pondok Aren / Jurang Mangu,TGR,10000,1-2,6000,13000
TGR10116,TGR10116,Kab. Tangerang,Pamulang,TGR,10000,1-2,6000,13000
TGR10117,TGR10117,Kab. Tangerang,Ciputat ,TGR,10000,1-2,6000,13000
TGR10118,TGR10118,Kab. Tangerang,Cisauk,TGR,10000,1-2,6000,13000
TGR10119,TGR10119,Kab. Tangerang,Jambe,TGR,10000,1-2,6000,0
TGR10120,TGR10120,Kab. Tangerang,Jayanti ,TGR,10000,1-2,6000,0
TGR10121,TGR10121,Kab. Tangerang,Kemiri ,TGR,10000,1-2,6000,0
TGR10122,TGR10122,Kab. Tangerang,Kosambi /Salembaran jati,TGR,10000,1-2,6000,13000
TGR10123,TGR10123,Kab. Tangerang,Pagedangan,TGR,10000,1-2,6000,13000
TGR10124,TGR10124,Kab. Tangerang,Panongan,TGR,10000,1-2,6000,13000
TGR10125,TGR10125,Kab. Tangerang,Sukadiri,TGR,10000,1-2,6000,13000
TGR10127,TGR10127,Kab. Tangerang, Sukamulya,TGR,10000,1-2,6000,13000
TGR10128,TGR10128,Kab. Tangerang, Kelapa Dua,TGR,10000,1-2,6000,13000
TGR10129,TGR10129,Kab. Tangerang, Solear,TGR,10000,1-2,6000,13000
TGR10130,TGR10130,Kab. Tangerang, Sindang Jaya,TGR,10000,1-2,6000,13000
TGR10131,TGR10131,Kab. Tangerang, Gunung Kaler,TGR,10000,1-2,6000,13000
TGR10132,TGR10132,Kab. Tangerang, Sepatan Timur,TGR,10000,1-2,6000,13000
TGR10133,TGR10133,Kab. Tangerang, Mekar Baru,TGR,10000,1-2,6000,13000
TIM10000,TIM10000,Kab. Mimika,Timika,TIM,94000,2-4,56500,0
TIM10001,TIM10001,Kab. Mimika,Agimuga,TIM,145000,6-9,87000,0
TIM10002,TIM10002,Kab. Mimika,Jila,TIM,145000,6-9,87000,0
TIM10003,TIM10003,Kab. Mimika,Jita,TIM,145000,6-9,87000,0
TIM10004,TIM10004,Kab. Mimika,Kuala Kencana,TIM,145000,6-9,87000,0
TIM10005,TIM10005,Kab. Mimika,Mimika Barat,TIM,145000,6-9,87000,0
TIM10006,TIM10006,Kab. Mimika,Mimika Barat Jauh,TIM,145000,6-9,87000,0
TIM10007,TIM10007,Kab. Mimika,Mimika Barat Tengah,TIM,145000,6-9,87000,0
TIM10008,TIM10008,Kab. Mimika,Mimika Baru,TIM,145000,6-9,87000,0
TIM10009,TIM10009,Kab. Mimika,Mimika Timur,TIM,145000,6-9,87000,0
TIM10010,TIM10010,Kab. Mimika,Mimika Timur Jauh,TIM,145000,6-9,87000,0
TIM10011,TIM10011,Kab. Mimika,Mimika Timur Tengah,TIM,145000,6-9,87000,0
TIM10012,TIM10012,Kab. Mimika,Tembaga Pura,TIM,145000,6-9,87000,0
TIM10013,TIM10013,Kab. Mimika,Wania,TIM,145000,6-9,87000,0
TIM10014,TIM10014,Kab. Mimika,Mimika Tengah,TIM,145000,6-9,87000,0
TIM10015,TIM10015,Kab. Mimika,Kwamki Narama,TIM,145000,6-9,87000,0
TIM10016,TIM10016,Kab. Mimika,Iwaka,TIM,145000,6-9,87000,0
TIM10017,TIM10017,Kab. Mimika,Hoya,TIM,145000,6-9,87000,0
TIM10018,TIM10018,Kab. Mimika,Amar,TIM,145000,6-9,87000,0
TIM10019,TIM10019,Kab. Mimika,Alama,TIM,145000,6-9,87000,0
TJQ10000,TJQ10000,Kab. Belitung,Tanjung Pandan,TJQ,26000,1-2,16000,0
TJQ10005,TJQ10005,Kab. Belitung,Membalong,TJQ,35000,3-6,21000,0
TJQ10006,TJQ10006,Kab. Belitung,Selat Nasik,TJQ,35000,3-6,21000,0
TJQ10008,TJQ10008,Kab. Belitung,Badau,TJQ,35000,3-6,21000,0
TJQ10009,TJQ10009,Kab. Belitung,Sijuk,TJQ,35000,3-6,21000,0
TJQ10100,TJQ10100,Kab. Belitung Timur,Manggar,TJQ,28000,2-3,17000,0
TJQ10101,TJQ10101,Kab. Belitung Timur,Dendang,TJQ,35000,3-6,21000,0
TJQ10102,TJQ10102,Kab. Belitung Timur,Gantung,TJQ,35000,3-6,21000,0
TJQ10103,TJQ10103,Kab. Belitung Timur,Kelapa Kampit,TJQ,35000,3-6,21000,0
TJQ10104,TJQ10104,Kab. Belitung Timur,Simpang Pesak,TJQ,35000,3-6,21000,0
TJQ10105,TJQ10105,Kab. Belitung Timur,Simpang Renggiang,TJQ,35000,3-6,21000,0
TJQ10106,TJQ10106,Kab. Belitung Timur,Damar,TJQ,35000,3-6,21000,0
TKG10000,TKG10000,Kota Bandar Lampung,Bandar Lampung,TKG,19000,1-2,11500,30000
TKG10032,TKG10032,Kota Bandar Lampung,Kedaton,TKG,19000,1-2,11500,30000
TKG10033,TKG10033,Kota Bandar Lampung,Kemiling,TKG,19000,1-2,11500,30000
TKG10034,TKG10034,Kota Bandar Lampung,Panjang,TKG,19000,1-2,11500,30000
TKG10035,TKG10035,Kota Bandar Lampung,Rajabasa,TKG,19000,1-2,11500,30000
TKG10036,TKG10036,Kota Bandar Lampung,Sukabumi ,TKG,19000,1-2,11500,30000
TKG10037,TKG10037,Kota Bandar Lampung,Sukarame,TKG,19000,1-2,11500,30000
TKG10038,TKG10038,Kota Bandar Lampung,Tanjung Karang Barat,TKG,19000,1-2,11500,30000
TKG10039,TKG10039,Kota Bandar Lampung,Tanjung Karang Pusat,TKG,19000,1-2,11500,30000
TKG10040,TKG10040,Kota Bandar Lampung,Tanjung Karang Timur,TKG,19000,1-2,11500,30000
TKG10041,TKG10041,Kota Bandar Lampung,Tanjung Senang,TKG,19000,1-2,11500,30000
TKG10042,TKG10042,Kota Bandar Lampung,Teluk Betung Barat,TKG,19000,1-2,11500,30000
TKG10043,TKG10043,Kota Bandar Lampung,Teluk Betung Selatan,TKG,19000,1-2,11500,30000
TKG10044,TKG10044,Kota Bandar Lampung,Teluk Betung Utara,TKG,19000,1-2,11500,30000
TKG10045,TKG10045,Kota Bandar Lampung,Teluk Betung Timur,TKG,19000,1-2,11500,30000
TKG10046,TKG10046,Kota Bandar Lampung,Way Halim,TKG,19000,1-2,11500,30000
TKG10047,TKG10047,Kota Bandar Lampung,Kedamaian,TKG,19000,1-2,11500,30000
TKG10048,TKG10048,Kota Bandar Lampung,Enggal,TKG,19000,1-2,11500,30000
TKG10049,TKG10049,Kota Bandar Lampung,Langkapura,TKG,19000,1-2,11500,30000
TKG10050,TKG10050,Kota Bandar Lampung,Bumi Waras,TKG,19000,1-2,11500,30000
TKG10051,TKG10051,Kab. Lampung Timur,Labuhan Ratu,TKG,19000,2-3,11500,0
TKG20100,TKG20100,Kab. Lampung Selatan,Kalianda,TKG,37000,2-3,22500,0
TKG20101,TKG20101,Kab. Lampung Selatan,Palas,TKG,47000,3-6,28500,0
TKG20102,TKG20102,Kab. Lampung Selatan,Panengahan,TKG,47000,3-6,28500,0
TKG20103,TKG20103,Kab. Lampung Selatan,Natar,TKG,19000,1-2,11500,0
TKG20104,TKG20104,Kab. Lampung Selatan,Tanjung Bintang,TKG,47000,3-6,28500,0
TKG20105,TKG20105,Kab. Lampung Selatan,Candipuro,TKG,47000,3-6,28500,0
TKG20106,TKG20106,Kab. Lampung Selatan,Jati Agung,TKG,47000,3-6,28500,0
TKG20107,TKG20107,Kab. Lampung Selatan,Katibung,TKG,47000,3-6,28500,0
TKG20108,TKG20108,Kab. Lampung Selatan,Ketapang,TKG,47000,3-6,28500,0
TKG20109,TKG20109,Kab. Lampung Selatan,Merbau Mataram,TKG,47000,3-6,28500,0
TKG20111,TKG20111,Kab. Lampung Selatan,Rajabasa,TKG,47000,3-6,28500,0
TKG20112,TKG20112,Kab. Lampung Selatan,Sidomulyo,TKG,47000,3-6,28500,0
TKG20113,TKG20113,Kab. Lampung Selatan,Sragi,TKG,47000,3-6,28500,0
TKG20115,TKG20115,Kab. Lampung Selatan,Bakauheuni,TKG,47000,3-6,28500,0
TKG20116,TKG20116,Kab. Lampung Selatan,Tanjungsari,TKG,47000,3-6,28500,0
TKG20117,TKG20117,Kab. Lampung Selatan,Way Panji,TKG,47000,3-6,28500,0
TKG20118,TKG20118,Kab. Lampung Selatan,Way Sulan,TKG,47000,3-6,28500,0
TKG20200,TKG20200,Kab. Lampung Utara,Kotabumi,TKG,47000,3-6,28500,0
TKG20201,TKG20201,Kab. Lampung Utara,Abung Barat,TKG,47000,3-6,28500,0
TKG20202,TKG20202,Kab. Lampung Utara,Abung Selatan,TKG,47000,3-6,28500,0
TKG20203,TKG20203,Kab. Lampung Utara,Abung Timur,TKG,47000,3-6,28500,0
TKG20210,TKG20210,Kab. Lampung Utara,Bukit Kemuning,TKG,47000,3-6,28500,0
TKG20219,TKG20219,Kab. Lampung Utara,Sungkai Selatan,TKG,47000,3-6,28500,0
TKG20220,TKG20220,Kab. Lampung Utara,Sungkai Utara,TKG,47000,3-6,28500,0
TKG20221,TKG20221,Kab. Lampung Utara,Tanjung Raja,TKG,47000,3-6,28500,0
TKG20224,TKG20224,Kab. Lampung Utara,Abung Semuli,TKG,47000,3-6,28500,0
TKG20225,TKG20225,Kab. Lampung Utara,Abung Surakarta,TKG,47000,3-6,28500,0
TKG20226,TKG20226,Kab. Lampung Utara,Abung Tengah,TKG,47000,3-6,28500,0
TKG20228,TKG20228,Kab. Lampung Utara,Abung Tinggi,TKG,47000,3-6,28500,0
TKG20229,TKG20229,Kab. Lampung Utara,Bunga Mayang,TKG,47000,3-6,28500,0
TKG20230,TKG20230,Kab. Lampung Utara,Kotabumi Selatan,TKG,47000,3-6,28500,0
TKG20231,TKG20231,Kab. Lampung Utara,Kotabumi Utara,TKG,47000,3-6,28500,0
TKG20232,TKG20232,Kab. Lampung Utara,Muara Sungkai,TKG,47000,3-6,28500,0
