Kode,Kode2015,Kota,Kecamatan,CityCode,CGKReg,CGKRegEtd,CGKCargo,CGKYes
AMQ10000,AMQ10000,Kota Ambon,Ambon,AMQ,58000,2-3,35000,0
AMQ10005,AMQ10005,Kota Ambon,Nusaniwe,AMQ,58000,2-3,35000,0
AMQ10006,AMQ10006,Kota Ambon,Sirimau,AMQ,58000,2-3,35000,0
AMQ10007,AMQ10007,Kota Ambon,Teluk Ambon Baguala,AMQ,113000,5-7,68000,0
AMQ10008,AMQ10008,Kota Ambon,Teluk Ambon,AMQ,113000,5-7,68000,0
AMQ10009,AMQ10009,Kota Ambon,Leitimur Selatan,AMQ,58000,2-3,35000,0
AMQ20100,AMQ20100,Kab. Maluku Tengah,Kota Masohi,AMQ,113000,5-7,68000,0
AMQ20101,AMQ20101,Kab. Maluku Tengah,Banda,AMQ,170000,10-20,102000,0
AMQ20107,AMQ20107,Kab. Maluku Tengah,Leihitu,AMQ,170000,10-20,102000,0
AMQ20108,AMQ20108,Kab. Maluku Tengah,Pulau Haruku,AMQ,170000,10-20,102000,0
AMQ20110,AMQ20110,Kab. Maluku Tengah,Sala Hutu,AMQ,113000,5-7,68000,0
AMQ20113,AMQ20113,Kab. Maluku Tengah,Seram Utara,AMQ,170000,10-20,102000,0
AMQ20115,AMQ20115,Kab. Maluku Tengah,Tehoru,AMQ,170000,10-20,102000,0
AMQ20116,AMQ20116,Kab. Maluku Tengah,Teon Nila Serua,AMQ,170000,10-20,102000,0
AMQ20118,AMQ20118,Kab. Maluku Tengah,Amahai,AMQ,170000,10-20,102000,0
AMQ20119,AMQ20119,Kab. Maluku Tengah,Nusa Laut,AMQ,170000,10-20,102000,0
AMQ20121,AMQ20121,Kab. Maluku Tengah,Saparua,AMQ,170000,10-20,102000,0
AMQ20200,AMQ20200,Kab. Maluku Tenggara,Tual,AMQ,90000,3-5,54000,0
AMQ20201,AMQ20201,Kab. Maluku Tenggara,Kei Besar,AMQ,170000,10-20,102000,0
AMQ20208,AMQ20208,Kab. Maluku Tenggara,Kei Besar Selatan,AMQ,170000,10-20,102000,0
AMQ20209,AMQ20209,Kab. Maluku Tenggara,Kei Besar Utara Timur,AMQ,170000,10-20,102000,0
AMQ20210,AMQ20210,Kab. Maluku Tenggara,Kei Kecil,AMQ,170000,10-20,102000,0
AMQ20211,AMQ20211,Kab. Maluku Tenggara,Pulau-Pulau Kur,AMQ,170000,10-20,102000,0
AMQ20213,AMQ20213,Kab. Maluku Tenggara,Manyeuw,AMQ,170000,10-20,102000,0
AMQ20214,AMQ20214,Kab. Maluku Tenggara,Kei Kecil Timur Selatan,AMQ,170000,10-20,102000,0
AMQ20215,AMQ20215,Kab. Maluku Tenggara,Kei Kecil Timur,AMQ,170000,10-20,102000,0
AMQ20216,AMQ20216,Kab. Maluku Tenggara,Kei Kecil Barat,AMQ,170000,10-20,102000,0
AMQ20217,AMQ20217,Kab. Maluku Tenggara,Kei Besar Utara Barat,AMQ,170000,10-20,102000,0
AMQ20218,AMQ20218,Kab. Maluku Tenggara,Kei Besar Selatan Barat,AMQ,170000,10-20,102000,0
AMQ20219,AMQ20219,Kab. Maluku Tenggara,Hoat Sorbay,AMQ,170000,10-20,102000,0
AMQ20252,AMQ20252,Kota Tual,Pulau Dullah Utara,AMQ,170000,10-20,102000,0
AMQ20253,AMQ20253,Kota Tual,Pulau Dullah Selatan,AMQ,170000,10-20,102000,0
AMQ20254,AMQ20254,Kota Tual,Kur Selatan,AMQ,170000,10-20,102000,0
AMQ20255,AMQ20255,Kota Tual,Tayando Tam,AMQ,170000,10-20,102000,0
AMQ20300,AMQ20300,Kab. Buru,Namlea,AMQ,113000,5-7,68000,0
AMQ20301,AMQ20301,Kab. Buru,Air Buaya / Buru Utara Barat,AMQ,170000,10-20,102000,0
AMQ20302,AMQ20302,Kab. Buru,Leksula / Buru Selatan,AMQ,170000,10-20,102000,0
AMQ20303,AMQ20303,Kab. Buru,Waesama,AMQ,170000,10-20,102000,0
AMQ20304,AMQ20304,Kab. Buru,Wayapo / Buru Utara Timur,AMQ,170000,10-20,102000,0
AMQ20305,AMQ20305,Kab. Buru,Waplau,AMQ,170000,10-20,102000,0
AMQ20306,AMQ20306,Kab. Buru,Waelata,AMQ,170000,10-20,102000,0
AMQ20307,AMQ20307,Kab. Buru,Teluk Kaiely,AMQ,170000,10-20,102000,0
AMQ20308,AMQ20308,Kab. Buru,Lolong Guba,AMQ,170000,10-20,102000,0
AMQ20309,AMQ20309,Kab. Buru,Lilialy,AMQ,170000,10-20,102000,0
AMQ20310,AMQ20310,Kab. Buru,Fena Leisela,AMQ,170000,10-20,102000,0
AMQ20311,AMQ20311,Kab. Buru,Batabual,AMQ,170000,10-20,102000,0
AMQ20313,AMQ20313,Kab. Buru Selatan,Namrole,AMQ,170000,10-20,102000,0
AMQ20314,AMQ20314,Kab. Buru Selatan,Kepala Madan,AMQ,170000,10-20,102000,0
AMQ20315,AMQ20315,Kab. Buru Selatan,Fena Fafan,AMQ,170000,10-20,102000,0
AMQ20316,AMQ20316,Kab. Buru Selatan,Ambalau,AMQ,170000,10-20,102000,0
AMQ20400,AMQ20400,Kab. Kepulauan Aru,Dobo,AMQ,170000,10-20,102000,0
AMQ20401,AMQ20401,Kab. Kepulauan Aru,Pulau-Pulau Aru,AMQ,170000,10-20,102000,0
AMQ20402,AMQ20402,Kab. Kepulauan Aru,Pulau-Pulau Aru Selatan,AMQ,170000,10-20,102000,0
AMQ20403,AMQ20403,Kab. Kepulauan Aru,Pulau-Pulau Aru Tengah,AMQ,170000,10-20,102000,0
AMQ20404,AMQ20404,Kab. Kepulauan Aru,Sir-Sir,AMQ,170000,10-20,102000,0
AMQ20405,AMQ20405,Kab. Kepulauan Aru,Aru Utara Timur Batuley,AMQ,170000,10-20,102000,0
AMQ20406,AMQ20406,Kab. Kepulauan Aru,Aru Utara,AMQ,170000,10-20,102000,0
AMQ20407,AMQ20407,Kab. Kepulauan Aru,Aru Tengah Timur,AMQ,170000,10-20,102000,0
AMQ20408,AMQ20408,Kab. Kepulauan Aru,Aru Tengah Selatan,AMQ,170000,10-20,102000,0
AMQ20409,AMQ20409,Kab. Kepulauan Aru,Aru Selatan Utara,AMQ,170000,10-20,102000,0
AMQ20410,AMQ20410,Kab. Kepulauan Aru,Aru Selatan Timur,AMQ,170000,10-20,102000,0
AMQ20600,AMQ20600,Kab. Seram Bagian Barat,Piru,AMQ,170000,10-20,102000,0
AMQ20601,AMQ20601,Kab. Seram Bagian Barat,Kairatu,AMQ,170000,10-20,102000,0
AMQ20602,AMQ20602,Kab. Seram Bagian Barat,Seram Barat,AMQ,170000,10-20,102000,0
AMQ20603,AMQ20603,Kab. Seram Bagian Barat,Taniwel,AMQ,170000,10-20,102000,0
AMQ20604,AMQ20604,Kab. Seram Bagian Barat,Waisala,AMQ,170000,10-20,102000,0
AMQ20605,AMQ20605,Kab. Seram Bagian Barat,Taniwel Timur,AMQ,170000,10-20,102000,0
AMQ20606,AMQ20606,Kab. Seram Bagian Barat,Kepulauan Manipa,AMQ,170000,10-20,102000,0
AMQ20607,AMQ20607,Kab. Seram Bagian Barat,Kairatu Barat,AMQ,170000,10-20,102000,0
AMQ20608,AMQ20608,Kab. Seram Bagian Barat,Inamosol,AMQ,170000,10-20,102000,0
AMQ20609,AMQ20609,Kab. Seram Bagian Barat,Huamual Belakang,AMQ,170000,10-20,102000,0
AMQ20610,AMQ20610,Kab. Seram Bagian Barat,Huamual,AMQ,170000,10-20,102000,0
AMQ20611,AMQ20611,Kab. Seram Bagian Barat,Elpaputih,AMQ,170000,10-20,102000,0
AMQ20612,AMQ20612,Kab. Seram Bagian Barat,Amalatu,AMQ,170000,10-20,102000,0
AMQ20700,AMQ20700,Kab. Seram Bagian Timur,Dataran Hunimoa,AMQ,170000,10-20,102000,0
AMQ20701,AMQ20701,Kab. Seram Bagian Timur,Bula,AMQ,170000,10-20,102000,0
AMQ20702,AMQ20702,Kab. Seram Bagian Timur,Pulau-Pulau Gorong,AMQ,170000,10-20,102000,0
AMQ20703,AMQ20703,Kab. Seram Bagian Timur,Seram Timur,AMQ,170000,10-20,102000,0
AMQ20704,AMQ20704,Kab. Seram Bagian Timur,Werinama,AMQ,170000,10-20,102000,0
AMQ20705,AMQ20705,Kab. Seram Bagian Timur,Wakate,AMQ,170000,10-20,102000,0
AMQ20706,AMQ20706,Kab. Seram Bagian Timur,Tutuk Tolu,AMQ,170000,10-20,102000,0
AMQ20707,AMQ20707,Kab. Seram Bagian Timur,Teor,AMQ,170000,10-20,102000,0
AMQ20708,AMQ20708,Kab. Seram Bagian Timur,Teluk Waru,AMQ,170000,10-20,102000,0
AMQ20709,AMQ20709,Kab. Seram Bagian Timur,Siwalalat,AMQ,170000,10-20,102000,0
AMQ20710,AMQ20710,Kab. Seram Bagian Timur,Siritaun Wida Timur,AMQ,170000,10-20,102000,0
AMQ20711,AMQ20711,Kab. Seram Bagian Timur,Pulau Panjang,AMQ,170000,10-20,102000,0
AMQ20712,AMQ20712,Kab. Seram Bagian Timur,Pulau Gorom,AMQ,170000,10-20,102000,0
AMQ20713,AMQ20713,Kab. Seram Bagian Timur,Kilmury,AMQ,170000,10-20,102000,0
AMQ20714,AMQ20714,Kab. Seram Bagian Timur,Kian Darat,AMQ,170000,10-20,102000,0
AMQ20715,AMQ20715,Kab. Seram Bagian Timur,Gorom Timur,AMQ,170000,10-20,102000,0
AMQ20716,AMQ20716,Kab. Seram Bagian Timur,Bula Barat,AMQ,170000,10-20,102000,0
AMQ20800,AMQ20800,Kab. Maluku Tenggara Barat,Saumlaki,AMQ,90000,3-5,54000,0
AMQ20801,AMQ20801,Kab. Maluku Tenggara Barat,Damer ,AMQ,170000,10-20,102000,0
AMQ20802,AMQ20802,Kab. Maluku Tenggara Barat,Kormomolin,AMQ,170000,10-20,102000,0
AMQ20803,AMQ20803,Kab. Maluku Tenggara Barat,Luser,AMQ,170000,10-20,102000,0
AMQ20804,AMQ20804,Kab. Maluku Tenggara Barat,Mola,AMQ,170000,10-20,102000,0
AMQ20805,AMQ20805,Kab. Maluku Tenggara Barat,Nirunmas,AMQ,170000,10-20,102000,0
AMQ20806,AMQ20806,Kab. Maluku Tenggara Barat,Pulau-Pulau Babar ,AMQ,170000,10-20,102000,0
AMQ20807,AMQ20807,Kab. Maluku Tenggara Barat,Pulau-Pulau Babar Timur,AMQ,170000,10-20,102000,0
AMQ20808,AMQ20808,Kab. Maluku Tenggara Barat,Pulau-Pulau Letimoa Lakor ,AMQ,170000,10-20,102000,0
AMQ20809,AMQ20809,Kab. Maluku Tenggara Barat,Pulau-Pulau Terselatan,AMQ,170000,10-20,102000,0
AMQ20810,AMQ20810,Kab. Maluku Tenggara Barat,Pulau-Pulau Wetar,AMQ,170000,10-20,102000,0
AMQ20811,AMQ20811,Kab. Maluku Tenggara Barat,Selaru,AMQ,170000,10-20,102000,0
AMQ20812,AMQ20812,Kab. Maluku Tenggara Barat,Tanimbar Selatan,AMQ,170000,10-20,102000,0
AMQ20813,AMQ20813,Kab. Maluku Tenggara Barat,Tanimbar Utara,AMQ,170000,10-20,102000,0
AMQ20814,AMQ20814,Kab. Maluku Tenggara Barat,Wer Makatian,AMQ,170000,10-20,102000,0
AMQ20815,AMQ20815,Kab. Maluku Tenggara Barat,Wertamrian,AMQ,170000,10-20,102000,0
AMQ20816,AMQ20816,Kab. Maluku Tenggara Barat,Wuarlabobar,AMQ,170000,10-20,102000,0
AMQ20817,AMQ20817,Kab. Maluku Tenggara Barat,Yaru,AMQ,170000,10-20,102000,0
AMQ20818,AMQ20818,Kab. Maluku Tenggara Barat,Serwaru,AMQ,170000,10-20,102000,0
AMQ20819,AMQ20819,Kab. Maluku Tenggara Barat,Molu Maru,AMQ,170000,10-20,102000,0
AMQ20820,AMQ20820,Kab. Maluku Tengah,Telutih,AMQ,170000,10-20,102000,0
AMQ20821,AMQ20821,Kab. Maluku Tengah,Teluk Elpaputih,AMQ,170000,10-20,102000,0
AMQ20822,AMQ20822,Kab. Maluku Tengah,Seram Utara Timur Seti,AMQ,170000,10-20,102000,0
AMQ20823,AMQ20823,Kab. Maluku Tengah,Seram Utara Timur Kobi,AMQ,170000,10-20,102000,0
AMQ20824,AMQ20824,Kab. Maluku Tengah,Seram Utara Barat,AMQ,170000,10-20,102000,0
AMQ20825,AMQ20825,Kab. Maluku Tengah,Saparua Timur,AMQ,170000,10-20,102000,0
AMQ20826,AMQ20826,Kab. Maluku Tengah,Leihitu Barat,AMQ,170000,10-20,102000,0
AMQ20827,AMQ20827,Kab. Maluku Barat Daya,Wetar Utara,AMQ,170000,10-20,102000,0
AMQ20828,AMQ20828,Kab. Maluku Barat Daya,Wetar Timur,AMQ,170000,10-20,102000,0
AMQ20829,AMQ20829,Kab. Maluku Barat Daya,Wetar Barat,AMQ,170000,10-20,102000,0
AMQ20830,AMQ20830,Kab. Maluku Barat Daya,Pulau Wetang,AMQ,170000,10-20,102000,0
AMQ20831,AMQ20831,Kab. Maluku Barat Daya,Pulau Masela,AMQ,170000,10-20,102000,0
AMQ20832,AMQ20832,Kab. Maluku Barat Daya,Pulau Letti,AMQ,170000,10-20,102000,0
AMQ20833,AMQ20833,Kab. Maluku Barat Daya,Pulau Lakor,AMQ,170000,10-20,102000,0
AMQ20834,AMQ20834,Kab. Maluku Barat Daya,Moa Lakor,AMQ,170000,10-20,102000,0
AMQ20835,AMQ20835,Kab. Maluku Barat Daya,Kisar Utara,AMQ,170000,10-20,102000,0
AMQ20836,AMQ20836,Kab. Maluku Barat Daya,Kepulauan Romang,AMQ,170000,10-20,102000,0
AMQ20837,AMQ20837,Kab. Maluku Barat Daya,Dawelor Dawera,AMQ,170000,10-20,102000,0
AMQ20838,AMQ20838,Kab. Maluku Barat Daya,Mndona Hiera,AMQ,170000,10-20,102000,0
AMQ20839,AMQ20839,Kab. Maluku Barat Daya,Pulau Pulau Babar,AMQ,170000,10-20,102000,0
BDJ10000,BDJ10000,Kota Banjarmasin,Banjarmasin,BDJ,33000,1-2,20000,0
BDJ10001,BDJ10001,Kota Banjarmasin,Banjarmasin Barat,BDJ,33000,1-2,20000,0
BDJ10002,BDJ10002,Kota Banjarmasin,Banjarmasin Selatan ,BDJ,33000,1-2,20000,0
BDJ10003,BDJ10003,Kota Banjarmasin,Banjarmasin Tengah ,BDJ,33000,1-2,20000,0
BDJ10004,BDJ10004,Kota Banjarmasin,Banjarmasin Timur,BDJ,33000,1-2,20000,0
BDJ10005,BDJ10005,Kota Banjarmasin,Banjarmasin Utara,BDJ,33000,1-2,20000,0
BDJ10100,BDJ10100,Kab. Hulu Sungai Tengah,Barabai,BDJ,45000,3-5,27000,0
BDJ10101,BDJ10101,Kab. Hulu Sungai Tengah,Batang Alai Selatan,BDJ,57000,5-7,34500,0
BDJ10102,BDJ10102,Kab. Hulu Sungai Tengah,Batu Benawa,BDJ,57000,5-7,34500,0
BDJ10103,BDJ10103,Kab. Hulu Sungai Tengah,Batang Alai Utara,BDJ,57000,5-7,34500,0
BDJ10104,BDJ10104,Kab. Hulu Sungai Tengah,Haruyan,BDJ,57000,5-7,34500,0
BDJ10105,BDJ10105,Kab. Hulu Sungai Tengah,Labuan Amas Selatan,BDJ,57000,5-7,34500,0
BDJ10106,BDJ10106,Kab. Hulu Sungai Tengah,Labuan Amas Utara,BDJ,57000,5-7,34500,0
BDJ10107,BDJ10107,Kab. Hulu Sungai Tengah,Pandawan,BDJ,57000,5-7,34500,0
BDJ10108,BDJ10108,Kab. Hulu Sungai Tengah,Batang Alai Tengah,BDJ,57000,5-7,34500,0
BDJ10109,BDJ10109,Kab. Hulu Sungai Tengah,Hantakan ,BDJ,57000,5-7,34500,0
BDJ10110,BDJ10110,Kab. Hulu Sungai Tengah,Limpasu,BDJ,57000,5-7,34500,0
BDJ10111,BDJ10111,Kab. Hulu Sungai Tengah,Batang Alai Timur,BDJ,57000,5-7,34500,0
BDJ10200,BDJ10200,Kab. Hulu Sungai Selatan,Kandangan ,BDJ,45000,3-5,27000,0
BDJ10201,BDJ10201,Kab. Hulu Sungai Selatan,Angkinang,BDJ,57000,5-7,34500,0
BDJ10202,BDJ10202,Kab. Hulu Sungai Selatan,Daha Selatan,BDJ,57000,5-7,34500,0
BDJ10203,BDJ10203,Kab. Hulu Sungai Selatan,Daha Utara,BDJ,57000,5-7,34500,0
BDJ10204,BDJ10204,Kab. Hulu Sungai Selatan,Kalumpang,BDJ,57000,5-7,34500,0
BDJ10205,BDJ10205,Kab. Hulu Sungai Selatan,Loksado,BDJ,57000,5-7,34500,0
BDJ10206,BDJ10206,Kab. Hulu Sungai Selatan,Padang Batung,BDJ,57000,5-7,34500,0
BDJ10207,BDJ10207,Kab. Hulu Sungai Selatan,Simpur,BDJ,57000,5-7,34500,0
BDJ10208,BDJ10208,Kab. Hulu Sungai Selatan,Sungai Raya ,BDJ,57000,5-7,34500,0
BDJ10209,BDJ10209,Kab. Hulu Sungai Selatan,Telaga Langsat,BDJ,57000,5-7,34500,0
BDJ10210,BDJ10210,Kab. Hulu Sungai Selatan,Daha Barat ,BDJ,57000,5-7,34500,0
BDJ10300,BDJ10300,Kab. Kota Baru,Kota Baru,BDJ,45000,3-5,27000,0
BDJ10302,BDJ10302,Kab. Kota Baru,Hampang,BDJ,57000,5-7,34500,0
BDJ10303,BDJ10303,Kab. Kota Baru,Kelumpang Utara,BDJ,57000,5-7,34500,0
BDJ10304,BDJ10304,Kab. Kota Baru,Kelumpang Tengah,BDJ,57000,5-7,34500,0
BDJ10305,BDJ10305,Kab. Kota Baru,Kelumpang Hulu,BDJ,57000,5-7,34500,0
BDJ10306,BDJ10306,Kab. Kota Baru,Kelumpang Selatan,BDJ,57000,5-7,34500,0
BDJ10309,BDJ10309,Kab. Kota Baru,Pamukan Utara,BDJ,57000,5-7,34500,0
BDJ10310,BDJ10310,Kab. Kota Baru,Pamukan Selatan,BDJ,57000,5-7,34500,0
BDJ10311,BDJ10311,Kab. Kota Baru,Pulau Laut Selatan ,BDJ,57000,5-7,34500,0
BDJ10312,BDJ10312,Kab. Kota Baru,Pulau Laut Barat ,BDJ,57000,5-7,34500,0
BDJ10313,BDJ10313,Kab. Kota Baru,Pulau Laut Timur ,BDJ,57000,5-7,34500,0
BDJ10314,BDJ10314,Kab. Kota Baru,Pulau Sembilan ,BDJ,57000,5-7,34500,0
BDJ10315,BDJ10315,Kab. Kota Baru,Pulau Sebuku,BDJ,57000,5-7,34500,0
BDJ10316,BDJ10316,Kab. Kota Baru,Sampanahan,BDJ,57000,5-7,34500,0
BDJ10318,BDJ10318,Kab. Kota Baru,Sungai Durian,BDJ,57000,5-7,34500,0
BDJ10319,BDJ10319,Kab. Kota Baru,Pulau Laut Utara,BDJ,57000,5-7,34500,0
BDJ10321,BDJ10321,Kab. Kotabaru,Kelumpang Hilir,BDJ,57000,5-7,34500,0
BDJ10322,BDJ10322,Kab. Kotabaru,Pamukan Barat,BDJ,57000,5-7,34500,0
BDJ10323,BDJ10323,Kab. Kotabaru,Pulau Laut Tengah,BDJ,57000,5-7,34500,0
BDJ10324,BDJ10324,Kab. Kotabaru,Pulau Laut Tanjung Selayar,BDJ,57000,5-7,34500,0
BDJ10325,BDJ10325,Kab. Kotabaru,Pulau Laut Kepulauan,BDJ,57000,5-7,34500,0
BDJ10326,BDJ10326,Kab. Kotabaru,Kelumpang Barat,BDJ,57000,5-7,34500,0
BDJ10400,BDJ10400,Kab. Tabalong,Tanjung,BDJ,45000,3-5,27000,0
BDJ10401,BDJ10401,Kab. Tabalong,Banua Lawas,BDJ,57000,5-7,34500,0
BDJ10402,BDJ10402,Kab. Tabalong,Haruai,BDJ,57000,5-7,34500,0
BDJ10403,BDJ10403,Kab. Tabalong,Jaro,BDJ,57000,5-7,34500,0
BDJ10404,BDJ10404,Kab. Tabalong,Kelua,BDJ,57000,5-7,34500,0
BDJ10405,BDJ10405,Kab. Tabalong,Muara Harus,BDJ,57000,5-7,34500,0
BDJ10406,BDJ10406,Kab. Tabalong,Muara Uya,BDJ,57000,5-7,34500,0
BDJ10407,BDJ10407,Kab. Tabalong,Murung Pudak,BDJ,57000,5-7,34500,0
BDJ10408,BDJ10408,Kab. Tabalong,Pugaan,BDJ,57000,5-7,34500,0
BDJ10409,BDJ10409,Kab. Tabalong,Tanta,BDJ,57000,5-7,34500,0
BDJ10410,BDJ10410,Kab. Tabalong,Upau,BDJ,57000,5-7,34500,0
BDJ10412,BDJ10412,Kab. Tabalong,Bintang Ara ,BDJ,57000,5-7,34500,0
BDJ10500,BDJ10500,Kota Banjarbaru,BanjarBaru,BDJ,33000,1-2,20000,0
BDJ10501,BDJ10501,Kota Banjarbaru,Cempaka ,BDJ,45000,3-5,27000,0
BDJ10502,BDJ10502,Kota Banjarbaru,Landasan Ulin,BDJ,45000,3-5,27000,0
BDJ10503,BDJ10503,Kota Banjarbaru,Banjar Baru Selatan,BDJ,45000,3-5,27000,0
BDJ10504,BDJ10504,Kota Banjarbaru,Liang Anggang,BDJ,45000,3-5,27000,0
BDJ10505,BDJ10505,Kota Banjarbaru,Banjar Baru Utara,BDJ,45000,3-5,27000,0
BDJ20100,BDJ20100,Kab. Hulu Sungai Utara,Amuntai,BDJ,45000,3-5,27000,0
BDJ20101,BDJ20101,Kab. Hulu Sungai Utara,Amuntai Utara,BDJ,45000,3-5,27000,0
BDJ20102,BDJ20102,Kab. Hulu Sungai Utara,Amuntai Selatan,BDJ,45000,3-5,27000,0
BDJ20104,BDJ20104,Kab. Hulu Sungai Utara,Babirik,BDJ,57000,5-7,34500,0
BDJ20106,BDJ20106,Kab. Hulu Sungai Utara,Danau Panggang,BDJ,57000,5-7,34500,0
BDJ20111,BDJ20111,Kab. Hulu Sungai Utara,Sungai Pandan,BDJ,57000,5-7,34500,0
BDJ20112,BDJ20112,Kab. Hulu Sungai Utara,Amuntai Tengah ,BDJ,45000,3-5,27000,0
BDJ20113,BDJ20113,Kab. Hulu Sungai Utara,Banjang ,BDJ,57000,5-7,34500,0
BDJ20114,BDJ20114,Kab. Hulu Sungai Utara,Sungai Tabukan,BDJ,57000,5-7,34500,0
BDJ20115,BDJ20115,Kab. Hulu Sungai Utara,Paminggir,BDJ,57000,5-7,34500,0
BDJ20116,BDJ20116,Kab. Hulu Sungai Utara,Haur Gading,BDJ,57000,5-7,34500,0
BDJ20200,BDJ20200,Kab. Barito Kuala,Marabahan,BDJ,45000,3-5,27000,0
BDJ20201,BDJ20201,Kab. Barito Kuala,Alalak,BDJ,57000,5-7,34500,0
BDJ20202,BDJ20202,Kab. Barito Kuala,Anjir Pasar,BDJ,57000,5-7,34500,0
BDJ20203,BDJ20203,Kab. Barito Kuala,Anjir Muara,BDJ,57000,5-7,34500,0
BDJ20204,BDJ20204,Kab. Barito Kuala,Barambai,BDJ,57000,5-7,34500,0
BDJ20205,BDJ20205,Kab. Barito Kuala,Belawang,BDJ,57000,5-7,34500,0
BDJ20206,BDJ20206,Kab. Barito Kuala,Cerbon,BDJ,57000,5-7,34500,0
BDJ20207,BDJ20207,Kab. Barito Kuala,Kuripan ,BDJ,57000,5-7,34500,0
BDJ20208,BDJ20208,Kab. Barito Kuala,Mandastana,BDJ,57000,5-7,34500,0
BDJ20209,BDJ20209,Kab. Barito Kuala,Mekar Sari,BDJ,57000,5-7,34500,0
BDJ20210,BDJ20210,Kab. Barito Kuala,Rantau Badauh,BDJ,57000,5-7,34500,0
BDJ20211,BDJ20211,Kab. Barito Kuala,Tabunganen,BDJ,57000,5-7,34500,0
BDJ20212,BDJ20212,Kab. Barito Kuala,Tabukan,BDJ,57000,5-7,34500,0
BDJ20213,BDJ20213,Kab. Barito Kuala,Tamban,BDJ,57000,5-7,34500,0
BDJ20214,BDJ20214,Kab. Barito Kuala,Bakumpai ,BDJ,57000,5-7,34500,0
BDJ20215,BDJ20215,Kab. Barito Kuala,Wanaraya,BDJ,57000,5-7,34500,0
BDJ20218,BDJ20218,Kab. Barito Kuala,Jejangkit,BDJ,57000,5-7,34500,0
BDJ20300,BDJ20300,Kab. Banjar,Martapura ,BDJ,45000,3-5,27000,0
BDJ20301,BDJ20301,Kab. Banjar,Aluh Aluh,BDJ,57000,5-7,34500,0
BDJ20302,BDJ20302,Kab. Banjar,Astambul,BDJ,57000,5-7,34500,0
BDJ20303,BDJ20303,Kab. Banjar,Gambut,BDJ,57000,5-7,34500,0
BDJ20304,BDJ20304,Kab. Banjar,Karang Intan,BDJ,57000,5-7,34500,0
BDJ20305,BDJ20305,Kab. Banjar,Kertak Hanyar,BDJ,57000,5-7,34500,0
BDJ20306,BDJ20306,Kab. Banjar,Pengaron,BDJ,57000,5-7,34500,0
BDJ20307,BDJ20307,Kab. Banjar,Simpang Empat,BDJ,57000,5-7,34500,0
BDJ20308,BDJ20308,Kab. Banjar,Sungai Tabuk,BDJ,57000,5-7,34500,0
BDJ20309,BDJ20309,Kab. Banjar,Sungai Pinang,BDJ,57000,5-7,34500,0
BDJ20310,BDJ20310,Kab. Banjar,Aranio ,BDJ,57000,5-7,34500,0
BDJ20311,BDJ20311,Kab. Banjar,Mataraman ,BDJ,57000,5-7,34500,0
BDJ20315,BDJ20315,Kab. Banjar,Martapura Timur,BDJ,57000,5-7,34500,0
BDJ20316,BDJ20316,Kab. Banjar,Telaga Bauntung,BDJ,57000,5-7,34500,0
BDJ20317,BDJ20317,Kab. Banjar,Tatah Makmur,BDJ,57000,5-7,34500,0
BDJ20318,BDJ20318,Kab. Banjar,Sambung Makmur,BDJ,57000,5-7,34500,0
BDJ20319,BDJ20319,Kab. Banjar,Peramasan,BDJ,57000,5-7,34500,0
BDJ20320,BDJ20320,Kab. Banjar,Martapura Barat,BDJ,57000,5-7,34500,0
BDJ20321,BDJ20321,Kab. Banjar,Beruntung Baru,BDJ,57000,5-7,34500,0
BDJ20400,BDJ20400,Kab. Tanah Laut,Pelaihari,BDJ,45000,3-5,27000,0
BDJ20401,BDJ20401,Kab. Tanah Laut,Bati-Bati,BDJ,57000,5-7,34500,0
BDJ20402,BDJ20402,Kab. Tanah Laut,Jorong,BDJ,57000,5-7,34500,0
BDJ20403,BDJ20403,Kab. Tanah Laut,Kintap,BDJ,57000,5-7,34500,0
BDJ20404,BDJ20404,Kab. Tanah Laut,Kurau,BDJ,57000,5-7,34500,0
BDJ20405,BDJ20405,Kab. Tanah Laut,Panyipatan,BDJ,57000,5-7,34500,0
BDJ20406,BDJ20406,Kab. Tanah Laut,Takisung,BDJ,57000,5-7,34500,0
BDJ20407,BDJ20407,Kab. Tanah Laut,Batu Ampar ,BDJ,57000,5-7,34500,0
BDJ20408,BDJ20408,Kab. Tanah Laut,Tambang Ulang,BDJ,57000,5-7,34500,0
BDJ20410,BDJ20410,Kab. Tanah Laut,Bumi Makmur,BDJ,57000,5-7,34500,0
BDJ20411,BDJ20411,Kab. Tanah Laut,Bajuin,BDJ,57000,5-7,34500,0
BDJ20500,BDJ20500,Kab. Tampin,Rantau,BDJ,45000,3-5,27000,0
BDJ20501,BDJ20501,Kab. Tampin,Bakarangan,BDJ,57000,5-7,34500,0
BDJ20502,BDJ20502,Kab. Tampin,Binuang,BDJ,57000,5-7,34500,0
BDJ20503,BDJ20503,Kab. Tampin,Bungur,BDJ,57000,5-7,34500,0
BDJ20504,BDJ20504,Kab. Tampin,Candi Laras Utara,BDJ,57000,5-7,34500,0
BDJ20505,BDJ20505,Kab. Tampin,Candi Laras Selatan,BDJ,57000,5-7,34500,0
BDJ20506,BDJ20506,Kab. Tampin,Hatungun,BDJ,57000,5-7,34500,0
BDJ20507,BDJ20507,Kab. Tampin,Lokpaikat,BDJ,57000,5-7,34500,0
BDJ20508,BDJ20508,Kab. Tampin,Piani,BDJ,57000,5-7,34500,0
