"EXPEDITION_IN_CODE";"EXPEDITION_IN_CITY";"EXPEDITION_IN_DISTRICT";"EXPEDITION_IN_PROVINCE";"EXPEDITION_IN_PRICE_REG";"EXPEDITION_IN_PRICE_REG_ETD";"EXPEDITION_IN_PRICE_CARGO";"EXPEDITION_IN_PRICE_CARGO_ETD";"EXPEDITION_IN_PRICE_BEST";"EXPEDITION_IN_PRICE_BEST_ETD"
"BDJ20704";"Kab. Barito Utara";"Montalat";"";57000;"5-7";34500;"";0;""
"BDJ20705";"Kab. Barito Utara";"Teweh Timur";"";57000;"5-7";34500;"";0;""
"BDJ20706";"Kab. Barito Utara";"Teweh Tengah";"";57000;"5-7";34500;"";0;""
"BDJ20707";"Kab. Barito Utara";"Teweh Baru";"";57000;"5-7";34500;"";0;""
"BDJ20708";"Kab. Barito Utara";"Teweh Selatan";"";57000;"5-7";34500;"";0;""
"BDJ20709";"Kab. Barito Utara";"Lahei Barat";"";57000;"5-7";34500;"";0;""
"BDJ20800";"Kab. Barito Timur";"Tamiang Layang";"";45000;"3-5";27000;"";0;""
"BDJ20801";"Kab. Barito Timur";"Awang";"";57000;"5-7";34500;"";0;""
"BDJ20802";"Kab. Barito Timur";"Benua Lima";"";57000;"5-7";34500;"";0;""
"BDJ20803";"Kab. Barito Timur";"Dusun Tengah";"";57000;"5-7";34500;"";0;""
"BDJ20804";"Kab. Barito Timur";"Patangkep Tutui";"";57000;"5-7";34500;"";0;""
"BDJ20805";"Kab. Barito Timur";"Pematang Karau";"";57000;"5-7";34500;"";0;""
"BDJ20806";"Kab. Barito Timur";"Dusun Timur";"";57000;"5-7";34500;"";0;""
"BDJ20807";"Kab. Barito Timur";"Raren Batuah";"";57000;"5-7";34500;"";0;""
"BDJ20808";"Kab. Barito Timur";"Paku";"";57000;"5-7";34500;"";0;""
"BDJ20809";"Kab. Barito Timur";"Paju Epat";"";57000;"5-7";34500;"";0;""
"BDJ20810";"Kab. Barito Timur";"Karusen Janang";"";57000;"5-7";34500;"";0;""
"BDJ20900";"Kab. Murung Raya";"Puruk Cahu";"";45000;"3-5";27000;"";0;""
"BDJ20901";"Kab. Murung Raya";"Laung Tuhup";"";57000;"5-7";34500;"";0;""
"BDJ20902";"Kab. Murung Raya";"Permata Intan";"";57000;"5-7";34500;"";0;""
"BDJ20903";"Kab. Murung Raya";"Sumber Barito";"";57000;"5-7";34500;"";0;""
"BDJ20904";"Kab. Murung Raya";"Tanah Siang";"";57000;"5-7";34500;"";0;""
"BDJ20905";"Kab. Murung Raya";"Murung";"";57000;"5-7";34500;"";0;""
"BDJ20906";"Kab. Murung Raya";"Uut Murung";"";57000;"5-7";34500;"";0;""
"BDJ20907";"Kab. Murung Raya";"Tanah Siang Selatan";"";57000;"5-7";34500;"";0;""
"BDJ20908";"Kab. Murung Raya";"Sungai Babuat";"";57000;"5-7";34500;"";0;""
"BDJ20909";"Kab. Murung Raya";"Seribu Riam";"";57000;"5-7";34500;"";0;""
"BDJ20910";"Kab. Murung Raya";"Barito Tuhup Raya";"";57000;"5-7";34500;"";0;""
"BDJ21100";"Kab. Barito Selatan";"Buntok";"";45000;"3-5";27000;"";0;""
"BDJ21102";"Kab. Barito Selatan";"Dusun Hilir";"";57000;"5-7";34500;"";0;""
"BDJ21103";"Kab. Barito Selatan";"Dusun Utara";"";57000;"5-7";34500;"";0;""
"BDJ21104";"Kab. Barito Selatan";"Jenamas";"";57000;"5-7";34500;"";0;""
"BDJ21105";"Kab. Barito Selatan";"Karau Kuala";"";57000;"5-7";34500;"";0;""
"BDJ21107";"Kab. Barito Selatan";"Dusun Selatan ";"";57000;"5-7";34500;"";0;""
"BDJ21108";"Kab. Barito Selatan";"Gunung Bintang Awai ";"";57000;"5-7";34500;"";0;""
"BDJ21200";"Kab. Balangan";"Paringin";"";57000;"5-7";34500;"";0;""
"BDJ21201";"Kab. Balangan";"Awayan";"";57000;"5-7";34500;"";0;""
"BDJ21202";"Kab. Balangan";"Batu Mandi";"";57000;"5-7";34500;"";0;""
"BDJ21203";"Kab. Balangan";"Halong";"";57000;"5-7";34500;"";0;""
"BDJ21204";"Kab. Balangan";"Juai";"";57000;"5-7";34500;"";0;""
"BDJ21205";"Kab. Balangan";"Lampihong";"";57000;"5-7";34500;"";0;""
"BDJ21207";"Kab. Balangan";"Paringin Selatan";"";57000;"5-7";34500;"";0;""
"BDJ21208";"Kab. Balangan";"Tebing Tinggi";"";57000;"5-7";34500;"";0;""
"BDJ21300";"Kab. Tanah Bambu";"Batu Licin";"";45000;"3-5";27000;"";0;""
"BDJ21301";"Kab. Tanah Bambu";"Kusan Hilir ";"";57000;"5-7";34500;"";0;""
"BDJ21302";"Kab. Tanah Bambu";"Kusan Hulu";"";57000;"5-7";34500;"";0;""
"BDJ21303";"Kab. Tanah Bambu";"Satui";"";57000;"5-7";34500;"";0;""
"BDJ21304";"Kab. Tanah Bambu";"Sungai Loban";"";57000;"5-7";34500;"";0;""
"BDJ21311";"Kab. Tanah Bumbu";"Karang Bintang";"";57000;"5-7";34500;"";0;""
"BDJ21314";"Kab. Tanah Bumbu";"Mantewe";"";57000;"5-7";34500;"";0;""
"BDJ21315";"Kab. Tanah Bumbu";"Angsana";"";57000;"5-7";34500;"";0;""
"BDJ21316";"Kab. Tanah Bumbu";"Kuranji";"";57000;"5-7";34500;"";0;""
"BDJ21317";"Kab. Tanah Bumbu";"Simpang Empat";"";57000;"5-7";34500;"";0;""
"BDO10000";"Kota Bandung";"Bandung";"";11000;"1-2";7000;"";14000;""
"BDO10002";"Kota Bandung";"Cibiru";"";11000;"1-2";7000;"";14000;""
"BDO10018";"Kota Bandung";"Ujungberung";"";11000;"1-2";7000;"";14000;""
"BDO10037";"Kota Bandung";"Sukasari";"";11000;"1-2";7000;"";14000;""
"BDO10038";"Kota Bandung";"Cicadas";"";11000;"1-2";7000;"";14000;""
"BDO10039";"Kota Bandung";"Cidadap";"";11000;"1-2";7000;"";14000;""
"BDO10040";"Kota Bandung";"Lengkong ";"";11000;"1-2";7000;"";14000;""
"BDO10041";"Kota Bandung";"Andir";"";11000;"1-2";7000;"";14000;""
"BDO10042";"Kota Bandung";"Arcamanik";"";11000;"1-2";7000;"";14000;""
"BDO10043";"Kota Bandung";"Astanaanyar";"";11000;"1-2";7000;"";14000;""
"BDO10044";"Kota Bandung";"Babakanciparay";"";11000;"1-2";7000;"";14000;""
"BDO10045";"Kota Bandung";"Bandung Kidul";"";11000;"1-2";7000;"";14000;""
"BDO10046";"Kota Bandung";"Bandung Kulon";"";11000;"1-2";7000;"";14000;""
"BDO10047";"Kota Bandung";"Bandung Wetan";"";11000;"1-2";7000;"";14000;""
"BDO10048";"Kota Bandung";"Batununggal";"";11000;"1-2";7000;"";14000;""
"BDO10049";"Kota Bandung";"Bojongloa Kaler";"";11000;"1-2";7000;"";14000;""
"BDO10050";"Kota Bandung";"Bojongloa Kidul";"";11000;"1-2";7000;"";14000;""
"BDO10051";"Kota Bandung";"Cibeunying Kaler";"";11000;"1-2";7000;"";14000;""
"BDO10052";"Kota Bandung";"Cibeunying Kidul";"";11000;"1-2";7000;"";14000;""
"BDO10053";"Kota Bandung";"Cicendo";"";11000;"1-2";7000;"";14000;""
"BDO10054";"Kota Bandung";"Coblong";"";11000;"1-2";7000;"";14000;""
"BDO10055";"Kota Bandung";"Kiaracondong";"";11000;"1-2";7000;"";14000;""
"BDO10056";"Kota Bandung";"Margacinta";"";11000;"1-2";7000;"";14000;""
"BDO10057";"Kota Bandung";"Rancasari";"";11000;"1-2";7000;"";14000;""
"BDO10058";"Kota Bandung";"Regol";"";11000;"1-2";7000;"";14000;""
"BDO10059";"Kota Bandung";"Sukajadi";"";11000;"1-2";7000;"";14000;""
"BDO10060";"Kota Bandung";"Sumurbandung";"";11000;"1-2";7000;"";14000;""
"BDO10062";"Kota Bandung";"Panyileukan";"";11000;"1-2";7000;"";14000;""
"BDO10063";"Kota Bandung";"Mandalajati";"";11000;"1-2";7000;"";14000;""
"BDO10064";"Kota Bandung";"Gedebage";"";11000;"1-2";7000;"";14000;""
"BDO10065";"Kota Bandung";"Buahbatu";"";11000;"1-2";7000;"";14000;""
"BDO10066";"Kota Bandung";"Cinambo";"";11000;"1-2";7000;"";14000;""
"BDO10067";"Kota Bandung";"Antapani";"";11000;"1-2";7000;"";14000;""
"BDO10100";"Kab. Bandung";"Soreang";"";11000;"1-2";7000;"";14000;""
"BDO10101";"Kab. Bandung";"Arjasari";"";11000;"1-2";7000;"";14000;""
"BDO10102";"Kab. Bandung";"Baleendah";"";11000;"1-2";7000;"";14000;""
"BDO10103";"Kab. Bandung";"Banjaran ";"";11000;"1-2";7000;"";14000;""
"BDO10104";"Kab. Bandung";"Bojong Soang";"";11000;"1-2";7000;"";14000;""
"BDO10105";"Kab. Bandung";"Cangkuang";"";11000;"1-2";7000;"";14000;""
"BDO10106";"Kab. Bandung";"Cicalengka";"";11000;"1-2";7000;"";0;""
"BDO10107";"Kab. Bandung";"Cikancung";"";11000;"1-2";7000;"";0;""
"BDO10108";"Kab. Bandung";"Cilengkrang";"";11000;"1-2";7000;"";14000;""
"BDO10109";"Kab. Bandung";"Cileunyi";"";11000;"1-2";7000;"";14000;""
"BDO10110";"Kab. Bandung";"Cimaung";"";11000;"1-2";7000;"";0;""
"BDO10111";"Kab. Bandung";"Cimenyan";"";11000;"1-2";7000;"";0;""
"BDO10112";"Kab. Bandung";"Ciparay";"";11000;"1-2";7000;"";14000;""
"BDO10113";"Kab. Bandung";"Ciwidey";"";14000;"2-3";8500;"";0;""
"BDO10114";"Kab. Bandung";"Dayeuhkolot";"";11000;"1-2";7000;"";14000;""
"BDO10115";"Kab. Bandung";"Ibun";"";11000;"1-2";7000;"";0;""
"BDO10116";"Kab. Bandung";"Kertasari";"";11000;"1-2";7000;"";0;""
"BDO10118";"Kab. Bandung";"Katapang";"";11000;"1-2";7000;"";14000;""
"BDO10119";"Kab. Bandung";"Majalaya";"";14000;"2-3";8500;"";0;""
"BDO10120";"Kab. Bandung";"Margaasih";"";14000;"2-3";8500;"";0;""
"BDO10121";"Kab. Bandung";"Margahayu";"";11000;"1-2";7000;"";14000;""
"BDO10122";"Kab. Bandung";"Nagreg";"";14000;"2-3";8500;"";0;""
"BDO10123";"Kab. Bandung";"Pacet ";"";14000;"2-3";8500;"";0;""
"BDO10124";"Kab. Bandung";"Pameungpeuk ";"";11000;"1-2";7000;"";0;""
"BDO10125";"Kab. Bandung";"Pangalengan";"";14000;"2-3";8500;"";0;""
"BDO10126";"Kab. Bandung";"Paseh";"";14000;"2-3";8500;"";0;""
"BDO10127";"Kab. Bandung";"Pasirjambu";"";14000;"2-3";8500;"";0;""
"BDO10128";"Kab. Bandung";"Rancabali";"";14000;"2-3";8500;"";0;""
"BDO10129";"Kab. Bandung";"Rancaekek";"";11000;"1-2";7000;"";14000;""
"BDO10130";"Kab. Bandung";"Solokan Jeruk";"";11000;"1-2";7000;"";14000;""
"BDO10134";"Kab. Bandung";"Kutawaringin";"";11000;"1-2";7000;"";14000;""
"BDO20100";"Kota Cimahi";"Cimahi ";"";11000;"1-2";7000;"";22000;""
"BDO20117";"Kota Cimahi";"Cimahi Selatan";"";11000;"1-2";7000;"";22000;""
"BDO20118";"Kota Cimahi";"Cimahi Tengah";"";11000;"1-2";7000;"";22000;""
"BDO20119";"Kota Cimahi";"Cimahi Utara";"";11000;"1-2";7000;"";22000;""
"BDO20200";"Kab. Sumedang";"Sumedang";"";14000;"2-3";8500;"";22000;""
"BDO20201";"Kab. Sumedang";"Buahdua";"";18000;"3-6";11000;"";0;""
"BDO20203";"Kab. Sumedang";"Cibugel";"";18000;"3-6";11000;"";0;""
"BDO20205";"Kab. Sumedang";"Cimalaka";"";18000;"3-6";11000;"";0;""
"BDO20206";"Kab. Sumedang";"Cimanggu";"";18000;"3-6";11000;"";0;""
"BDO20208";"Kab. Sumedang";"Conggeang";"";18000;"3-6";11000;"";0;""
"BDO20209";"Kab. Sumedang";"Darmaraja";"";18000;"3-6";11000;"";0;""
"BDO20210";"Kab. Sumedang";"Ganeas";"";18000;"3-6";11000;"";0;""
"BDO20214";"Kab. Sumedang";"Pamulihan ";"";18000;"3-6";11000;"";0;""
"BDO20215";"Kab. Sumedang";"Paseh";"";18000;"3-6";11000;"";0;""
"BDO20216";"Kab. Sumedang";"Rancakalong";"";18000;"3-6";11000;"";0;""
"BDO20217";"Kab. Sumedang";"Situraja";"";18000;"3-6";11000;"";0;""
"BDO20218";"Kab. Sumedang";"Sukasari ";"";18000;"3-6";11000;"";0;""
"BDO20219";"Kab. Sumedang";"Surian";"";18000;"3-6";11000;"";0;""
"BDO20220";"Kab. Sumedang";"Tanjungkerta";"";18000;"3-6";11000;"";0;""
"BDO20221";"Kab. Sumedang";"Tanjungsari";"";18000;"3-6";11000;"";0;""
"BDO20222";"Kab. Sumedang";"Tomo";"";18000;"3-6";11000;"";0;""
"BDO20223";"Kab. Sumedang";"Ujung Jaya";"";18000;"3-6";11000;"";0;""
"BDO20224";"Kab. Sumedang";"Wado";"";18000;"3-6";11000;"";0;""
"BDO20247";"Kab. Sumedang";"Jatinangor";"";11000;"1-2";7000;"";22000;""
"BDO20248";"Kab. Sumedang";"Cisarua";"";18000;"3-6";11000;"";0;""
"BDO20249";"Kab. Sumedang";"Cisitu";"";18000;"3-6";11000;"";0;""
"BDO20250";"Kab. Sumedang";"Jatigede";"";18000;"3-6";11000;"";0;""
"BDO20251";"Kab. Sumedang";"Jatinunggal";"";18000;"3-6";11000;"";0;""
"BDO20252";"Kab. Sumedang";"Sumedang Selatan";"";14000;"2-3";8500;"";0;""
"BDO20253";"Kab. Sumedang";"Sumedang Utara";"";14000;"2-3";8500;"";0;""
"BDO20254";"Kab. Sumedang";"Tanjungmedar";"";18000;"3-6";11000;"";0;""
"BDO20300";"Kota Tasikmalaya";"Tasikmalaya";"";14000;"2-3";8500;"";22000;""
"BDO20306";"Kota Tasikmalaya";"Cibeureum ";"";14000;"2-3";8500;"";22000;""
"BDO20317";"Kota Tasikmalaya";"Indihiang";"";14000;"2-3";8500;"";0;""
"BDO20321";"Kota Tasikmalaya";"Kawalu";"";14000;"2-3";8500;"";0;""
"BDO20333";"Kota Tasikmalaya";"Cihideung";"";14000;"2-3";8500;"";22000;""
"BDO20334";"Kota Tasikmalaya";"Cipedes";"";14000;"2-3";8500;"";22000;""
"BDO20335";"Kota Tasikmalaya";"Mangkubumi";"";14000;"2-3";8500;"";0;""
"BDO20336";"Kota Tasikmalaya";"Tamansari ";"";14000;"2-3";8500;"";22000;""
"BDO20337";"Kota Tasikmalaya";"Tawang";"";14000;"2-3";8500;"";0;""
"BDO20339";"Kota Tasikmalaya";"Purbaratu";"";14000;"2-3";8500;"";0;""
"BDO20400";"Kota Banjar";"Banjar";"";14000;"2-3";8500;"";0;""
"BDO20416";"Kota Banjar";"Langensari";"";14000;"2-3";8500;"";0;""
"BDO20417";"Kota Banjar";"Pataruman";"";14000;"2-3";8500;"";0;""
"BDO20418";"Kota Banjar";"Purwaharja";"";14000;"2-3";8500;"";0;""
"BDO20500";"Kab.Ciamis";"Ciamis";"";14000;"2-3";8500;"";22000;""
"BDO20501";"Kab.Ciamis";"Cihaurbeuti";"";18000;"3-6";11000;"";0;""
"BDO20502";"Kab.Ciamis";"Cijeungjing";"";18000;"3-6";11000;"";0;""
"BDO20503";"Kab.Ciamis";"Cikoneng";"";18000;"3-6";11000;"";0;""
"BDO20504";"Kab.Ciamis";"Cipaku";"";18000;"3-6";11000;"";0;""
"BDO20505";"Kab.Ciamis";"Jatinagara";"";18000;"3-6";11000;"";0;""
"BDO20506";"Kab.Ciamis";"Kawali";"";18000;"3-6";11000;"";0;""
"BDO20507";"Kab.Ciamis";"Panumbangan";"";18000;"3-6";11000;"";0;""
"BDO20508";"Kab.Ciamis";"Panawangan";"";18000;"3-6";11000;"";0;""
"BDO20509";"Kab.Ciamis";"Panjalu";"";18000;"3-6";11000;"";0;""
"BDO20510";"Kab.Ciamis";"Rajadesa";"";18000;"3-6";11000;"";0;""
"BDO20511";"Kab.Ciamis";"Sadananya";"";18000;"3-6";11000;"";0;""
"BDO20512";"Kab.Ciamis";"Sukadana ";"";18000;"3-6";11000;"";0;""
"BDO20513";"Kab.Ciamis";"Banjarsari ";"";18000;"3-6";11000;"";0;""
"BDO20514";"Kab.Ciamis";"Cimaragas";"";18000;"3-6";11000;"";0;""
"BDO20515";"Kab.Ciamis";"Cigugur ";"";18000;"3-6";11000;"";0;""
"BDO20516";"Kab.Ciamis";"Cijulang";"";18000;"3-6";11000;"";0;""
"BDO20517";"Kab.Ciamis";"Cimerak";"";18000;"3-6";11000;"";0;""
"BDO20518";"Kab.Ciamis";"Cisaga";"";18000;"3-6";11000;"";0;""
"BDO20519";"Kab.Ciamis";"Kalipucang";"";18000;"3-6";11000;"";0;""
"BDO20520";"Kab.Ciamis";"Lakbok";"";18000;"3-6";11000;"";0;""
"BDO20521";"Kab.Ciamis";"Langkap lancar";"";18000;"3-6";11000;"";0;""
"BDO20522";"Kab.Ciamis";"Padaherang";"";18000;"3-6";11000;"";0;""
"BDO20523";"Kab.Ciamis";"Pamarican";"";18000;"3-6";11000;"";0;""
"BDO20524";"Kab.Ciamis";"Pangandaran";"";18000;"3-6";11000;"";0;""
"BDO20525";"Kab.Ciamis";"Parigi ";"";18000;"3-6";11000;"";0;""
"BDO20526";"Kab.Ciamis";"Rancah";"";18000;"3-6";11000;"";0;""
"BDO20527";"Kab.Ciamis";"Tambaksari";"";18000;"3-6";11000;"";0;""
"BDO20528";"Kab.Ciamis";"Purwadadi ";"";18000;"3-6";11000;"";0;""
"BDO20529";"Kab.Ciamis";"Cidolog ";"";18000;"3-6";11000;"";0;""
"BDO20530";"Kab.Ciamis";"Baregbeg";"";18000;"3-6";11000;"";0;""
"BDO20531";"Kab.Ciamis";"Lumbung";"";18000;"3-6";11000;"";0;""
"BDO20532";"Kab.Ciamis";"Mangunjaya";"";18000;"3-6";11000;"";0;""
"BDO20533";"Kab.Ciamis";"Sidamulih";"";18000;"3-6";11000;"";0;""
"BDO20534";"Kab.Ciamis";"Sindangkasih";"";18000;"3-6";11000;"";0;""
"BDO20536";"Kab.Ciamis";"Sukamantri";"";18000;"3-6";11000;"";0;""
"BDO20600";"Kab. Tasikmalaya";"Singaparna";"";14000;"2-3";8500;"";0;""
"BDO20601";"Kab. Tasikmalaya";"Bojonggambir";"";18000;"3-6";11000;"";0;""
"BDO20602";"Kab. Tasikmalaya";"Cigalontang";"";18000;"3-6";11000;"";0;""
"BDO20603";"Kab. Tasikmalaya";"Leuwisari";"";18000;"3-6";11000;"";0;""
"BDO20605";"Kab. Tasikmalaya";"Sariwangi";"";18000;"3-6";11000;"";0;""
"BDO20606";"Kab. Tasikmalaya";"Salawu";"";18000;"3-6";11000;"";0;""
"BDO20608";"Kab. Tasikmalaya";"Sukarame";"";18000;"3-6";11000;"";0;""
"BDO20609";"Kab. Tasikmalaya";"Mangunreja";"";18000;"3-6";11000;"";0;""
"BDO20610";"Kab. Tasikmalaya";"Sodonghilir";"";18000;"3-6";11000;"";0;""
"BDO20611";"Kab. Tasikmalaya";"Taraju";"";18000;"3-6";11000;"";0;""
"BDO20612";"Kab. Tasikmalaya";"Bantarkalong";"";18000;"3-6";11000;"";0;""
"BDO20613";"Kab. Tasikmalaya";"Culamega";"";18000;"3-6";11000;"";0;""
"BDO20614";"Kab. Tasikmalaya";"Ciawi ";"";18000;"3-6";11000;"";0;""
"BDO20615";"Kab. Tasikmalaya";"Cibalong ";"";18000;"3-6";11000;"";0;""
"BDO20616";"Kab. Tasikmalaya";"Cikatomas";"";18000;"3-6";11000;"";0;""
"BDO20617";"Kab. Tasikmalaya";"Cikalong";"";18000;"3-6";11000;"";0;""
"BDO20618";"Kab. Tasikmalaya";"Cineam";"";18000;"3-6";11000;"";0;""
"BDO20619";"Kab. Tasikmalaya";"Cipatujah";"";18000;"3-6";11000;"";0;""
"BDO20620";"Kab. Tasikmalaya";"Cisayong";"";18000;"3-6";11000;"";0;""
"BDO20621";"Kab. Tasikmalaya";"Jamanis";"";18000;"3-6";11000;"";0;""
"BDO20622";"Kab. Tasikmalaya";"Karangnunggal";"";18000;"3-6";11000;"";0;""
"BDO20623";"Kab. Tasikmalaya";"Manonjaya";"";18000;"3-6";11000;"";0;""
"BDO20624";"Kab. Tasikmalaya";"Pancatengah";"";18000;"3-6";11000;"";0;""
"BDO20625";"Kab. Tasikmalaya";"Rajapolah";"";18000;"3-6";11000;"";0;""
"BDO20626";"Kab. Tasikmalaya";"Salopa";"";18000;"3-6";11000;"";0;""
"BDO20627";"Kab. Tasikmalaya";"Sukaraja ";"";18000;"3-6";11000;"";0;""
"BDO20629";"Kab. Tasikmalaya";"Kadipaten";"";18000;"3-6";11000;"";0;""
"BDO20630";"Kab. Tasikmalaya";"Bojongasih";"";18000;"3-6";11000;"";0;""
"BDO20631";"Kab. Tasikmalaya";"Gunung Tanjung ";"";18000;"3-6";11000;"";0;""
"BDO20632";"Kab. Tasikmalaya";"Jatiwaras";"";18000;"3-6";11000;"";0;""
"BDO20633";"Kab. Tasikmalaya";"Karangjaya";"";18000;"3-6";11000;"";0;""
"BDO20634";"Kab. Tasikmalaya";"Padakembang ";"";18000;"3-6";11000;"";0;""
"BDO20635";"Kab. Tasikmalaya";"Pagerageung";"";18000;"3-6";11000;"";0;""
"BDO20636";"Kab. Tasikmalaya";"Parungponteng";"";18000;"3-6";11000;"";0;""
"BDO20637";"Kab. Tasikmalaya";"Puspahiang";"";18000;"3-6";11000;"";0;""
"BDO20638";"Kab. Tasikmalaya";"Sukaratu";"";18000;"3-6";11000;"";0;""
"BDO20639";"Kab. Tasikmalaya";"Sukaresik";"";18000;"3-6";11000;"";0;""
"BDO20640";"Kab. Tasikmalaya";"Tanjungjaya ";"";18000;"3-6";11000;"";0;""
"BDO20642";"Kab. Tasikmalaya";"Sukahening ";"";18000;"3-6";11000;"";0;""
"BDO20700";"Kab. Garut";"Garut";"";14000;"2-3";8500;"";0;""
"BDO20701";"Kab. Garut";"Banjarwangi";"";18000;"3-6";11000;"";0;""
"BDO20702";"Kab. Garut";"Banyuresmi";"";18000;"3-6";11000;"";0;""
"BDO20703";"Kab. Garut";"Bayongbong";"";18000;"3-6";11000;"";0;""
"BDO20704";"Kab. Garut";"Balubur Limbangan ";"";18000;"3-6";11000;"";0;""
"BDO20705";"Kab. Garut";"Bungbulang";"";18000;"3-6";11000;"";0;""
"BDO20706";"Kab. Garut";"Cibatu ";"";18000;"3-6";11000;"";0;""
"BDO20707";"Kab. Garut";"Cibalong ";"";18000;"3-6";11000;"";0;""
"BDO20708";"Kab. Garut";"Cibiuk";"";18000;"3-6";11000;"";0;""
"BDO20709";"Kab. Garut";"Cikelet";"";18000;"3-6";11000;"";0;""
"BDO20710";"Kab. Garut";"Cikajang";"";18000;"3-6";11000;"";0;""
"BDO20711";"Kab. Garut";"Cilawu";"";18000;"3-6";11000;"";0;""
"BDO20712";"Kab. Garut";"Cisompet";"";18000;"3-6";11000;"";0;""
"BDO20713";"Kab. Garut";"Cisurupan";"";18000;"3-6";11000;"";0;""
"BDO20714";"Kab. Garut";"Cisewu";"";18000;"3-6";11000;"";0;""
"BDO20715";"Kab. Garut";"Kadungora";"";18000;"3-6";11000;"";0;""
"BDO20716";"Kab. Garut";"Karangpawitan ";"";18000;"3-6";11000;"";0;""
"BDO20717";"Kab. Garut";"Leles ";"";18000;"3-6";11000;"";0;""
"BDO20718";"Kab. Garut";"Leuwigoong";"";18000;"3-6";11000;"";0;""
"BDO20719";"Kab. Garut";"Malangbong";"";18000;"3-6";11000;"";0;""
"BDO20720";"Kab. Garut";"Pakenjeng";"";18000;"3-6";11000;"";0;""
"BDO20721";"Kab. Garut";"Pameungpeuk ";"";18000;"3-6";11000;"";0;""
"BDO20722";"Kab. Garut";"Pamulihan ";"";18000;"3-6";11000;"";0;""
"BDO20723";"Kab. Garut";"Peundeuy";"";18000;"3-6";11000;"";0;""
"BDO20724";"Kab. Garut";"Samarang";"";18000;"3-6";11000;"";0;""
"BDO20725";"Kab. Garut";"Selaawi";"";18000;"3-6";11000;"";0;""
"BDO20726";"Kab. Garut";"Singajaya";"";18000;"3-6";11000;"";0;""
"BDO20727";"Kab. Garut";"Sukawening";"";18000;"3-6";11000;"";0;""
"BDO20728";"Kab. Garut";"Talegong";"";18000;"3-6";11000;"";0;""
"BDO20730";"Kab. Garut";"Wanaraja";"";18000;"3-6";11000;"";0;""
"BDO20734";"Kab. Garut";"Caringin";"";18000;"3-6";11000;"";0;""
"BDO20735";"Kab. Garut";"Karangtengah ";"";18000;"3-6";11000;"";0;""
"BDO20736";"Kab. Garut";"Sukaresmi ";"";18000;"3-6";11000;"";0;""
"BDO20737";"Kab. Garut";"Cigedug";"";18000;"3-6";11000;"";0;""
"BDO20738";"Kab. Garut";"Cihurip";"";18000;"3-6";11000;"";0;""
"BDO20739";"Kab. Garut";"Kersamanah";"";18000;"3-6";11000;"";0;""
"BDO20740";"Kab. Garut";"Mekarmukti";"";18000;"3-6";11000;"";0;""
"BDO20741";"Kab. Garut";"Pangatikan";"";18000;"3-6";11000;"";0;""
"BDO20742";"Kab. Garut";"Pasirwangi";"";18000;"3-6";11000;"";0;""
"BDO20743";"Kab. Garut";"Sucinaraja";"";18000;"3-6";11000;"";0;""
"BDO20744";"Kab. Garut";"Tarogong Kaler ";"";18000;"3-6";11000;"";0;""
"BDO20745";"Kab. Garut";"Tarogong Kidul ";"";18000;"3-6";11000;"";0;""
"BDO20746";"Kab. Garut";"Garut Kota";"";14000;"2-3";8500;"";0;""
"BDO20800";"Kab. Purwakarta";"Purwakarta ";"";14000;"2-3";8500;"";0;""
"BDO20801";"Kab. Purwakarta";"Jatiluhur ";"";18000;"3-6";11000;"";0;""
"BDO20802";"Kab. Purwakarta";"Campaka";"";18000;"3-6";11000;"";0;""
"BDO20803";"Kab. Purwakarta";"Pasawahan ";"";18000;"3-6";11000;"";0;""
"BDO20804";"Kab. Purwakarta";"Babakancikao ";"";18000;"3-6";11000;"";0;""
"BDO20805";"Kab. Purwakarta";"Bungursari";"";18000;"3-6";11000;"";0;""
"BDO20806";"Kab. Purwakarta";"Cibatu ";"";18000;"3-6";11000;"";0;""
"BDO20807";"Kab. Purwakarta";"Plered ";"";18000;"3-6";11000;"";0;""
"BDO20808";"Kab. Purwakarta";"Sukatani ";"";18000;"3-6";11000;"";0;""
"BDO20809";"Kab. Purwakarta";"Darangdan";"";18000;"3-6";11000;"";0;""
"BDO20810";"Kab. Purwakarta";"Maniis";"";18000;"3-6";11000;"";0;""
"BDO20811";"Kab. Purwakarta";"Tegalwaru ";"";18000;"3-6";11000;"";0;""
"BDO20812";"Kab. Purwakarta";"Wanayasa";"";18000;"3-6";11000;"";0;""
"BDO20813";"Kab. Purwakarta";"Sukasari ";"";18000;"3-6";11000;"";0;""
"BDO20814";"Kab. Purwakarta";"Pondoksalam";"";18000;"3-6";11000;"";0;""
"BDO20820";"Kab. Purwakarta";"Bojong ";"";18000;"3-6";11000;"";0;""
"BDO20821";"Kab. Purwakarta";"Kiarapedes";"";18000;"3-6";11000;"";0;""
"BDO21000";"Kab. Bandung Barat";"Ngamprah";"";11000;"1-2";7000;"";0;""
"BDO21001";"Kab. Bandung Barat";"Lembang";"";11000;"1-2";7000;"";14000;""
"BDO21002";"Kab. Bandung Barat";"Batujajar";"";11000;"1-2";7000;"";0;""
"BDO21003";"Kab. Bandung Barat";"Cikalong Wetan ";"";14000;"2-3";8500;"";0;""
"BDO21004";"Kab. Bandung Barat";"Cililin";"";11000;"1-2";7000;"";0;""
